"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000163499.12",-3.20894165142816,-1.13696167961896,129.467297570494,1.14195238954791e-24,1.00812457010286e-22,TRUE
"ENSG00000166831.9",-3.60965784862185,2.2928102533209,142.217365211161,1.78470289925655e-24,1.56782650282238e-22,TRUE
"ENSG00000105737.9",-3.37233167756859,0.778081109473753,141.804567301337,1.83215036715683e-24,1.60165691364964e-22,TRUE
"ENSG00000163431.13",-4.01356662982683,5.40610318324047,141.591674368903,1.8816563342649e-24,1.63694966826997e-22,TRUE
"ENSG00000100490.9",-1.74767506225833,2.19462389135233,141.821822760697,1.91349518026862e-24,1.65660614133304e-22,FALSE
"ENSG00000156218.13",-3.80736033605089,2.23302463790395,141.757734000334,2.05618660065186e-24,1.77158269568664e-22,TRUE
"ENSG00000253958.2",-2.7477947411217,4.57770137034339,141.066041187852,2.18638401345664e-24,1.8747458327826e-22,TRUE
"ENSG00000130224.15",-3.03307387011112,0.920757744568742,141.352717041824,2.30580413771924e-24,1.96772933105079e-22,TRUE
"ENSG00000122694.16",-2.39483553499456,4.38640476167206,140.74609012042,2.39496648687008e-24,2.0341324365497e-22,TRUE
"ENSG00000064309.14",-2.45153973392002,2.27129808447388,140.883478051948,2.50397160023413e-24,2.11668278527339e-22,TRUE
"ENSG00000187957.8",-3.36915602161228,-0.387596860743868,134.466899391582,2.528026234132e-24,2.12698395032298e-22,TRUE
"ENSG00000165186.12",-4.08297296347017,0.382528873039076,138.325254461281,2.58144320943638e-24,2.16177774562193e-22,TRUE
"ENSG00000132185.18",-3.61228484238551,0.257721954275939,138.586504263441,2.59742674359466e-24,2.16504579869581e-22,TRUE
"ENSG00000065320.9",-3.03820905114456,2.87557378251964,140.5257856908,2.67805217432811e-24,2.22191541741362e-22,TRUE
"ENSG00000156804.7",-2.85533961612164,5.78568980544651,140.267919048335,2.72758160078838e-24,2.25258017823634e-22,TRUE
"ENSG00000242366.3",-3.42122883074835,0.0213718182573136,137.185374000132,2.90671990255941e-24,2.38951042998932e-22,TRUE
"ENSG00000141052.18",-3.56601553211654,2.96786337101242,140.230568501391,2.92843360586073e-24,2.39636797491462e-22,TRUE
